user_000001	-840.2304903981283
user_000002	-840.2304903981283
user_000003	-840.2304903981283
user_000004	-840.2304903981283
user_000005	-840.2304903981283
user_000006	-840.2304903981283
user_000007	-840.2304903981283
user_000008	-840.2304903981283
user_000009	-840.2304903981283
user_000010	-840.2304903981283
user_000011	-840.2304903981283
user_000012	-840.2304903981283
user_000013	-840.2304903981283
user_000014	-840.2304903981283
user_000015	-840.2304903981283
user_000016	-840.2304903981283
user_000017	-840.2304903981283
user_000018	-840.2304903981283
user_000019	-840.2304903981283
user_000020	-840.2304903981283
user_000021	-840.2304903981283
user_000022	-840.2304903981283
user_000023	-840.2304903981283
user_000024	-840.2304903981283
user_000025	-840.2304903981283
user_000026	-840.2304903981283
user_000027	-840.2304903981283
user_000028	-840.2304903981283
user_000029	-840.2304903981283
user_000030	-840.2304903981283
user_000031	-840.2304903981283
user_000032	-840.2304903981283
user_000033	-840.2304903981283
user_000034	-840.2304903981283
user_000035	-840.2304903981283
user_000036	-840.2304903981283
user_000037	-840.2304903981283
user_000038	-840.2304903981283
user_000039	-840.2304903981283
user_000040	-840.2304903981283
user_000041	-840.2304903981283
user_000042	-840.2304903981283
user_000043	-840.2304903981283
user_000044	-840.2304903981283
user_000045	-840.2304903981283
user_000046	-840.2304903981283
user_000047	-840.2304903981283
user_000048	-840.2304903981283
user_000049	-840.2304903981283
user_000050	-840.2304903981283
user_000051	-840.2304903981283
user_000052	-840.2304903981283
user_000053	-840.2304903981283
user_000054	-840.2304903981283
user_000055	-840.2304903981283
user_000056	-840.2304903981283
user_000057	-840.2304903981283
user_000058	-840.2304903981283
user_000059	-840.2304903981283
user_000060	-840.2304903981283
user_000061	-840.2304903981283
user_000062	-840.2304903981283
user_000063	-840.2304903981283
user_000064	-840.2304903981283
user_000065	-840.2304903981283
user_000066	-840.2304903981283
user_000067	-840.2304903981283
user_000068	-840.2304903981283
user_000069	-840.2304903981283
user_000070	-840.2304903981283
user_000071	-840.2304903981283
user_000072	-840.2304903981283
user_000073	-840.2304903981283
user_000074	-840.2304903981283
user_000075	-840.2304903981283
user_000076	-840.2304903981283
user_000077	-840.2304903981283
user_000078	-840.2304903981283
user_000079	-840.2304903981283
user_000080	-840.2304903981283
user_000081	-840.2304903981283
user_000082	-840.2304903981283
user_000083	-840.2304903981283
user_000084	-840.2304903981283
user_000085	-840.2304903981283
user_000086	-840.2304903981283
user_000087	-840.2304903981283
user_000088	-840.2304903981283
user_000089	-840.2304903981283
user_000090	-840.2304903981283
user_000091	-840.2304903981283
user_000092	-840.2304903981283
user_000093	-840.2304903981283
user_000094	-840.2304903981283
user_000095	-840.2304903981283
user_000096	-840.2304903981283
user_000097	-840.2304903981283
user_000098	-840.2304903981283
user_000099	-840.2304903981283
user_000100	-840.2304903981283
user_000101	-840.2304903981283
user_000102	-840.2304903981283
user_000103	-840.2304903981283
user_000104	-840.2304903981283
user_000105	-840.2304903981283
user_000106	-840.2304903981283
user_000107	-840.2304903981283
user_000108	-840.2304903981283
user_000109	-840.2304903981283
user_000110	-840.2304903981283
user_000111	-840.2304903981283
user_000112	-840.2304903981283
user_000113	-840.2304903981283
user_000114	-840.2304903981283
user_000115	-840.2304903981283
user_000116	-840.2304903981283
user_000117	-840.2304903981283
user_000118	-840.2304903981283
user_000119	-840.2304903981283
user_000120	-840.2304903981283
user_000121	-840.2304903981283
user_000122	-840.2304903981283
user_000123	-840.2304903981283
user_000124	-840.2304903981283
user_000125	-840.2304903981283
user_000126	-840.2304903981283
user_000127	-840.2304903981283
user_000128	-840.2304903981283
user_000129	-840.2304903981283
user_000130	-840.2304903981283
user_000131	-840.2304903981283
user_000132	-840.2304903981283
user_000133	-840.2304903981283
user_000134	-840.2304903981283
user_000135	-840.2304903981283
user_000136	-840.2304903981283
user_000137	-840.2304903981283
user_000138	-840.2304903981283
user_000139	-840.2304903981283
user_000140	-840.2304903981283
user_000141	-840.2304903981283
user_000142	-840.2304903981283
user_000143	-840.2304903981283
user_000144	-840.2304903981283
user_000145	-840.2304903981283
user_000146	-840.2304903981283
user_000147	-840.2304903981283
user_000148	-840.2304903981283
user_000149	-840.2304903981283
user_000150	-840.2304903981283
user_000151	-840.2304903981283
user_000152	-840.2304903981283
user_000153	-840.2304903981283
user_000154	-840.2304903981283
user_000155	-840.2304903981283
user_000156	-840.2304903981283
user_000157	-840.2304903981283
user_000158	-840.2304903981283
user_000159	-840.2304903981283
